,Date,Ross,Chandler,BT1,BT2,BT3,BT4,BT5,GR1,GR2,GR3,GR4,GR5,Total,Saury,Blue_Runner,Squid,Mackerel,Herring,Sardine,Mazuri_Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle_Eye,Humbolt_Squid,Temperature,covid,light_training,GroupFeed,Varied_Target,All_GR,All_BT,All_SS,male,female,Day_of_week,Month,Day
65,2018-03-31,,,,,,,,4.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,0,0,8.0,,,4.0,4.0,5,3,31
66,2018-04-01,14.0,14.0,15.0,5.0,13.0,9.0,4.0,,,,,,74.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,0,1,,46.0,28.0,47.0,27.0,6,4,1
67,2018-04-03,1.0,3.0,17.0,8.0,1.0,6.0,2.0,3.0,8.0,11.0,6.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,0,1,1,1,28.0,34.0,4.0,26.0,40.0,1,4,3
68,2018-04-05,17.0,11.0,27.0,7.0,11.0,12.0,3.0,2.0,0.0,2.0,0.0,5.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,1,1,9.0,60.0,28.0,60.0,37.0,3,4,5
69,2018-04-07,,,,,,,,5.0,1.0,5.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,0,1,0,1,17.0,,,5.0,12.0,5,4,7
70,2018-04-08,7.0,12.0,5.0,7.0,6.0,0.0,1.0,,,,,,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,0,1,0,1,,19.0,19.0,25.0,13.0,6,4,8
71,2018-04-10,7.0,8.0,9.0,6.0,6.0,5.0,4.0,5.0,1.0,4.0,4.0,7.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,1,1,21.0,30.0,15.0,33.0,33.0,1,4,10
72,2018-04-12,5.0,0.0,7.0,2.0,1.0,4.0,6.0,1.0,1.0,0.0,2.0,2.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,1,1,1,6.0,20.0,5.0,19.0,12.0,3,4,12
73,2018-04-14,,,,,,,,3.0,9.0,4.0,4.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,0,1,0,1,21.0,,,3.0,18.0,5,4,14
74,2018-04-15,7.0,12.0,10.0,8.0,6.0,16.0,3.0,,,,,,62.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,0,1,0,1,,43.0,19.0,32.0,30.0,6,4,15
75,2018-04-17,10.0,7.0,17.0,11.0,6.0,14.0,12.0,6.0,5.0,8.0,4.0,5.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,1,1,28.0,60.0,17.0,52.0,53.0,1,4,17
76,2018-04-19,16.0,12.0,7.0,11.0,11.0,7.0,7.0,1.0,2.0,2.0,2.0,5.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,1,1,12.0,43.0,28.0,43.0,40.0,3,4,19
77,2018-04-21,,,,,,,,2.0,4.0,4.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,0,1,0,1,14.0,,,2.0,12.0,5,4,21
78,2018-04-22,,,10.0,11.0,3.0,6.0,1.0,,,,,,31.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,0,1,,31.0,,11.0,20.0,6,4,22
79,2018-04-24,5.0,9.0,11.0,5.0,4.0,5.0,10.0,3.0,1.0,3.0,6.0,5.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,0,1,1,1,18.0,35.0,14.0,38.0,29.0,1,4,24
80,2018-04-26,28.0,8.0,6.0,6.0,13.0,12.0,22.0,2.0,0.0,5.0,2.0,1.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,0,1,1,1,10.0,59.0,36.0,66.0,39.0,3,4,26
81,2018-04-28,,,,,,,,3.0,7.0,9.0,5.0,9.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,1,0,1,33.0,,,3.0,30.0,5,4,28
82,2018-04-29,13.0,6.0,7.0,6.0,6.0,6.0,9.0,,,,,,53.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,1,0,1,,34.0,19.0,35.0,18.0,6,4,29
83,2018-05-01,8.0,9.0,12.0,7.0,13.0,8.0,13.0,4.0,3.0,7.0,3.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,0,1,1,1,18.0,53.0,17.0,46.0,42.0,1,5,1
84,2018-05-03,6.0,5.0,15.0,1.0,10.0,6.0,13.0,1.0,2.0,1.0,8.0,1.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,1,1,13.0,45.0,11.0,40.0,29.0,3,5,3
85,2018-05-05,,,,,,,,2.0,3.0,5.0,4.0,6.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,0,1,0,1,20.0,,,2.0,18.0,5,5,5
